image_name,true_index,class_id,class_name,source_category,source_line,x1,y1,x2,y2,area_px2,size,occlusion,occlusion_name,truncation,truncation_name,matched,matched_pred_index,matched_confidence,matched_iou
0000001_02999_d_0000005.jpg,16,1,car,4,78,769.0,289.99999999999994,806.0,331.0,1517.000000000002,medium,1,partial,0,not_truncated,True,7,0.4526701867580414,0.7083879113197327
0000001_02999_d_0000005.jpg,17,2,van,5,79,784.0,228.0,822.0,289.0,2318.0,medium,0,none,0,not_truncated,False,,,
0000001_02999_d_0000005.jpg,18,1,car,4,80,785.0,182.0,808.0,219.0,851.0,small,0,none,0,not_truncated,True,9,0.393204003572464,0.7459014654159546
0000001_02999_d_0000005.jpg,19,2,van,5,81,617.9999999999999,278.99999999999994,741.0,350.0,8733.000000000015,medium,1,partial,0,not_truncated,False,,,
0000001_02999_d_0000005.jpg,20,1,car,4,82,681.9999999999999,258.0,718.0,307.99999999999994,1800.0000000000036,medium,1,partial,0,not_truncated,False,,,
0000001_02999_d_0000005.jpg,21,0,pedestrian,1,103,686.0,91.0,696.0000000000001,117.0,260.00000000000296,small,1,partial,0,not_truncated,False,,,
0000001_02999_d_0000005.jpg,22,1,car,4,107,696.0,113.99999999999999,766.0,146.0,2240.000000000001,medium,1,partial,0,not_truncated,False,,,
0000001_02999_d_0000005.jpg,23,1,car,4,108,690.0,135.0,765.0,164.0,2175.0,medium,1,partial,0,not_truncated,False,,,
0000001_02999_d_0000005.jpg,24,0,pedestrian,1,109,721.0,95.0,730.0,119.0,216.0,small,1,partial,0,not_truncated,False,,,
0000001_02999_d_0000005.jpg,25,0,pedestrian,1,110,714.0,87.99999999999999,725.0,116.0,308.00000000000017,small,2,heavy,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,0,1,car,4,1,701.0,965.9999999999999,863.9999999999999,1080.0,18582.000000000007,large,0,none,0,not_truncated,True,0,0.9240785837173462,0.9345145225524902
0000001_05249_d_0000009.jpg,1,1,car,4,2,844.0,556.0,922.0,634.0,6084.0,medium,0,none,0,not_truncated,True,2,0.8959811329841614,0.866361141204834
0000001_05249_d_0000009.jpg,2,1,car,4,3,794.0,510.99999999999994,876.0,593.0,6724.000000000005,medium,0,none,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,3,1,car,4,4,740.0,501.0,812.0,580.0000000000001,5688.000000000008,medium,0,none,0,not_truncated,True,3,0.8849911689758301,0.855637788772583
0000001_05249_d_0000009.jpg,4,1,car,4,5,672.0,495.00000000000006,735.0,573.0,4913.999999999996,medium,0,none,0,not_truncated,True,13,0.8202386498451233,0.9091288447380066
0000001_05249_d_0000009.jpg,5,1,car,4,6,771.0,404.0,837.0000000000001,475.0,4686.000000000008,medium,0,none,0,not_truncated,True,1,0.8982391953468323,0.8552175164222717
0000001_05249_d_0000009.jpg,6,1,car,4,7,865.0000000000001,274.0,923.0,324.0,2899.9999999999945,medium,0,none,0,not_truncated,True,7,0.8712542057037354,0.9143218994140625
0000001_05249_d_0000009.jpg,7,1,car,4,8,782.0,263.0,842.0,313.0,3000.0,medium,0,none,0,not_truncated,True,4,0.8758958578109741,0.9024730324745178
0000001_05249_d_0000009.jpg,8,1,car,4,9,700.0,290.00000000000006,762.0000000000001,351.0,3782.000000000003,medium,0,none,0,not_truncated,True,5,0.8734026551246643,0.9124203324317932
0000001_05249_d_0000009.jpg,9,1,car,4,10,652.0,284.0,712.0,334.0,3000.0,medium,0,none,0,not_truncated,True,17,0.7645021677017212,0.8479721546173096
0000001_05249_d_0000009.jpg,10,1,car,4,11,606.0,267.00000000000006,662.9999999999999,313.00000000000006,2621.9999999999945,medium,0,none,0,not_truncated,True,31,0.6428641080856323,0.8704729676246643
0000001_05249_d_0000009.jpg,11,1,car,4,12,540.0,261.0,616.0,318.0,4332.0,medium,1,partial,0,not_truncated,True,67,0.34978124499320984,0.6303150057792664
0000001_05249_d_0000009.jpg,12,1,car,4,13,733.0,247.99999999999997,797.0,306.99999999999994,3775.999999999998,medium,1,partial,0,not_truncated,True,20,0.7078355550765991,0.6550498604774475
0000001_05249_d_0000009.jpg,13,1,car,4,14,692.0000000000001,236.0,750.0,290.00000000000006,3131.9999999999973,medium,0,none,0,not_truncated,True,24,0.6907377243041992,0.9281327724456787
0000001_05249_d_0000009.jpg,14,1,car,4,15,647.0,222.0,707.0,275.0,3180.0,medium,1,partial,0,not_truncated,True,42,0.524371325969696,0.761467695236206
0000001_05249_d_0000009.jpg,15,1,car,4,16,606.0,228.0,666.9999999999999,274.0,2805.9999999999945,medium,1,partial,0,not_truncated,True,39,0.5294871926307678,0.8157926201820374
0000001_05249_d_0000009.jpg,16,1,car,4,17,558.0,217.0,626.0,267.0,3400.0,medium,1,partial,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,17,1,car,4,18,509.00000000000006,206.00000000000003,573.0,259.0,3391.999999999995,medium,0,none,0,not_truncated,True,18,0.763212263584137,0.7258880138397217
0000001_05249_d_0000009.jpg,18,1,car,4,19,498.00000000000006,259.0,558.0,306.0,2819.9999999999973,medium,1,partial,0,not_truncated,True,84,0.2606368064880371,0.7379709482192993
0000001_05249_d_0000009.jpg,19,1,car,4,20,444.99999999999994,249.00000000000003,520.0,299.0,3750.000000000001,medium,1,partial,0,not_truncated,True,52,0.4335118532180786,0.698972761631012
0000001_05249_d_0000009.jpg,20,1,car,4,21,410.0,229.0,482.99999999999994,288.0,4306.999999999996,medium,1,partial,0,not_truncated,True,19,0.7554996609687805,0.7315973043441772
0000001_05249_d_0000009.jpg,21,1,car,4,22,1144.0,228.0,1190.0,275.0,2162.0,medium,0,none,0,not_truncated,True,21,0.7069486975669861,0.8765480518341064
0000001_05249_d_0000009.jpg,22,1,car,4,23,1107.0,224.00000000000003,1142.0,266.0,1469.999999999999,medium,0,none,0,not_truncated,True,38,0.5326991677284241,0.726652979850769
0000001_05249_d_0000009.jpg,23,1,car,4,24,1067.0,212.0,1108.0,251.0,1599.0,medium,0,none,0,not_truncated,True,12,0.8252338171005249,0.8080326914787292
0000001_05249_d_0000009.jpg,24,1,car,4,25,1009.0,210.0,1062.0,250.0,2120.0,medium,0,none,0,not_truncated,True,36,0.5854915380477905,0.7740441560745239
0000001_05249_d_0000009.jpg,25,1,car,4,26,946.0,206.00000000000003,998.0,248.0,2183.9999999999986,medium,0,none,0,not_truncated,True,6,0.8732697367668152,0.7998525500297546
0000001_05249_d_0000009.jpg,26,1,car,4,27,898.0,191.0,953.0000000000001,240.00000000000003,2695.0000000000073,medium,0,none,0,not_truncated,True,16,0.8044189810752869,0.9158393144607544
0000001_05249_d_0000009.jpg,27,1,car,4,28,851.0,187.99999999999997,900.0,230.0,2058.0000000000014,medium,0,none,0,not_truncated,True,15,0.8084512948989868,0.7973705530166626
0000001_05249_d_0000009.jpg,28,1,car,4,29,801.0,173.0,854.0,215.99999999999997,2278.9999999999986,medium,0,none,0,not_truncated,True,30,0.6448057293891907,0.9054038524627686
0000001_05249_d_0000009.jpg,29,1,car,4,30,757.0,162.99999999999997,814.9999999999999,204.0,2377.999999999997,medium,0,none,0,not_truncated,True,22,0.7031363844871521,0.8604812026023865
0000001_05249_d_0000009.jpg,30,1,car,4,31,682.0,151.0,746.0,199.0,3072.0,medium,0,none,0,not_truncated,True,11,0.8457351922988892,0.8855466246604919
0000001_05249_d_0000009.jpg,31,1,car,4,32,600.0,138.0,664.0,184.99999999999997,3007.999999999998,medium,0,none,0,not_truncated,True,14,0.8105376958847046,0.8382573127746582
0000001_05249_d_0000009.jpg,32,1,car,4,33,1026.0,148.0,1066.0,181.0,1320.0,medium,0,none,0,not_truncated,True,8,0.8664386868476868,0.8584060072898865
0000001_05249_d_0000009.jpg,33,1,car,4,34,984.0000000000001,141.0,1032.0,178.00000000000003,1775.999999999997,medium,0,none,0,not_truncated,True,9,0.8601458072662354,0.8905805945396423
0000001_05249_d_0000009.jpg,34,1,car,4,35,839.0,115.0,889.0,144.99999999999997,1499.9999999999986,medium,0,none,0,not_truncated,True,54,0.42825278639793396,0.8950280547142029
0000001_05249_d_0000009.jpg,35,1,car,4,36,1129.0,159.0,1172.0,193.00000000000003,1462.0000000000011,medium,0,none,0,not_truncated,True,34,0.5984371304512024,0.824949324131012
0000001_05249_d_0000009.jpg,36,1,car,4,37,1191.0,134.0,1229.0,166.0,1216.0,medium,0,none,0,not_truncated,True,62,0.37599891424179077,0.7719223499298096
0000001_05249_d_0000009.jpg,37,1,car,4,38,1104.0000000000002,116.00000000000001,1151.0,159.0,2020.9999999999895,medium,0,none,0,not_truncated,True,26,0.6818810701370239,0.7923610806465149
0000001_05249_d_0000009.jpg,38,1,car,4,39,1148.0000000000002,124.00000000000001,1189.0,169.00000000000003,1844.9999999999905,medium,1,partial,0,not_truncated,True,40,0.527370035648346,0.6832730770111084
0000001_05249_d_0000009.jpg,39,1,car,4,40,896.0,120.00000000000003,945.0,159.0,1910.9999999999986,medium,1,partial,0,not_truncated,True,73,0.30312812328338623,0.5171717405319214
0000001_05249_d_0000009.jpg,40,1,car,4,41,710.0,94.0,756.0,136.00000000000003,1932.0000000000014,medium,1,partial,0,not_truncated,True,28,0.649071455001831,0.8085117340087891
0000001_05249_d_0000009.jpg,41,1,car,4,42,501.0,124.0,557.9999999999999,167.0,2450.999999999995,medium,1,partial,0,not_truncated,True,33,0.6004534363746643,0.8180336356163025
0000001_05249_d_0000009.jpg,42,1,car,4,43,55.99999999999999,340.0,163.0,393.0,5671.0,medium,1,partial,0,not_truncated,True,29,0.6469187140464783,0.8059684038162231
0000001_05249_d_0000009.jpg,43,1,car,4,44,197.0,285.0,264.0,331.00000000000006,3082.0000000000036,medium,1,partial,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,44,1,car,4,45,338.0,203.0,403.0,250.0,3055.0,medium,2,heavy,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,45,1,car,4,46,662.0,47.00000000000001,707.9999999999999,82.0,1609.9999999999957,medium,2,heavy,0,not_truncated,True,82,0.2662540674209595,0.5224460959434509
0000001_05249_d_0000009.jpg,46,1,car,4,47,771.9999999999999,60.0,819.0,97.99999999999999,1786.0000000000036,medium,2,heavy,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,47,1,car,4,48,826.0,65.0,869.0,106.0,1763.0,medium,2,heavy,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,48,1,car,4,49,853.0,73.0,902.0,112.00000000000001,1911.0000000000007,medium,2,heavy,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,49,1,car,4,50,897.0,84.99999999999999,942.0,126.0,1845.0000000000007,medium,0,none,0,not_truncated,True,74,0.2969723045825958,0.753864586353302
0000001_05249_d_0000009.jpg,50,1,car,4,51,941.0000000000001,80.0,983.0000000000002,117.99999999999999,1596.0000000000036,medium,2,heavy,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,51,1,car,4,52,1063.9999999999998,106.99999999999999,1107.0,144.0,1591.000000000009,medium,2,heavy,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,52,1,car,4,53,1021.0000000000001,97.0,1062.0,138.0,1680.9999999999955,medium,2,heavy,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,53,1,car,4,54,1188.0,78.00000000000001,1228.0,107.0,1159.9999999999995,medium,0,none,0,not_truncated,True,53,0.42905548214912415,0.7689800262451172
0000001_05249_d_0000009.jpg,54,1,car,4,55,1146.0,69.00000000000001,1184.0,105.0,1367.9999999999995,medium,0,none,0,not_truncated,True,65,0.3520266115665436,0.7234965562820435
0000001_05249_d_0000009.jpg,55,1,car,4,56,1115.9999999999998,56.99999999999999,1150.0,94.0,1258.0000000000086,medium,0,none,0,not_truncated,True,27,0.6618790030479431,0.9491031765937805
0000001_05249_d_0000009.jpg,56,1,car,4,57,1156.0,41.0,1214.0,75.0,1972.0,medium,1,partial,0,not_truncated,True,43,0.5124766826629639,0.6468350291252136
0000001_05249_d_0000009.jpg,57,1,car,4,58,1225.0,54.0,1285.0,87.0,1980.0,medium,1,partial,0,not_truncated,True,50,0.4498962461948395,0.5386411547660828
0000001_05249_d_0000009.jpg,58,2,van,5,59,1073.0,52.0,1119.0,90.0,1748.0,medium,1,partial,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,59,1,car,4,60,1044.0,47.99999999999999,1073.0,84.0,1044.0000000000002,medium,1,partial,0,not_truncated,True,49,0.46087929606437683,0.768665611743927
0000001_05249_d_0000009.jpg,60,1,car,4,61,995.0000000000001,43.99999999999999,1035.0,75.99999999999999,1279.9999999999961,medium,1,partial,0,not_truncated,True,48,0.48163676261901855,0.7970644235610962
0000001_05249_d_0000009.jpg,61,1,car,4,62,953.0000000000001,41.0,994.0,73.0,1311.9999999999964,medium,1,partial,0,not_truncated,True,68,0.34628310799598694,0.7835904359817505
0000001_05249_d_0000009.jpg,62,1,car,4,63,919.0,36.0,963.0,66.0,1320.0,medium,1,partial,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,63,1,car,4,64,892.0,26.000000000000004,933.0,61.0,1435.0,medium,1,partial,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,64,1,car,4,65,858.0,25.0,897.0,55.0,1170.0,medium,1,partial,0,not_truncated,True,59,0.3989954888820648,0.7653468251228333
0000001_05249_d_0000009.jpg,65,1,car,4,66,831.0,22.0,863.0000000000001,54.0,1024.0000000000036,medium,1,partial,0,not_truncated,True,64,0.3619456887245178,0.6235414743423462
0000001_05249_d_0000009.jpg,66,1,car,4,67,750.0,10.0,788.9999999999999,41.0,1208.9999999999964,medium,1,partial,0,not_truncated,True,78,0.2767355740070343,0.6090230345726013
0000001_05249_d_0000009.jpg,67,1,car,4,68,838.0,9.000000000000002,895.9999999999999,40.0,1797.9999999999964,medium,2,heavy,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,68,1,car,4,69,784.9999999999999,15.999999999999998,829.0,45.0,1276.0000000000032,medium,1,partial,0,not_truncated,True,70,0.3325195908546448,0.6624330878257751
0000001_05249_d_0000009.jpg,69,1,car,4,70,667.0,92.0,721.0,129.0,1998.0,medium,1,partial,0,not_truncated,True,46,0.4962402582168579,0.6341816782951355
0000001_05249_d_0000009.jpg,70,1,car,4,71,463.0,335.0,538.0,398.99999999999994,4799.999999999995,medium,1,partial,0,not_truncated,True,10,0.8548822999000549,0.8188264966011047
0000001_05249_d_0000009.jpg,71,1,car,4,72,530.0,353.0,602.0,416.0,4536.0,medium,1,partial,0,not_truncated,True,32,0.6149476766586304,0.750321090221405
0000001_05249_d_0000009.jpg,72,1,car,4,73,281.0,316.0,373.0,376.0,5520.0,medium,2,heavy,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,73,1,car,4,90,788.0000000000001,102.0,834.0,142.0,1839.9999999999955,medium,1,partial,0,not_truncated,True,51,0.4464327096939087,0.8641141653060913
0000001_05249_d_0000009.jpg,74,1,car,4,91,740.0,99.00000000000001,792.0000000000001,140.0,2132.000000000004,medium,1,partial,0,not_truncated,True,71,0.32418757677078247,0.702532947063446
0000001_05249_d_0000009.jpg,75,0,pedestrian,1,92,719.0,191.0,731.0,221.0,360.0,small,0,none,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,76,1,car,4,94,914.0,274.0,967.0,332.99999999999994,3126.999999999997,medium,2,heavy,0,not_truncated,True,35,0.5948593020439148,0.7674387693405151
0000001_05249_d_0000009.jpg,77,1,car,4,95,1022.0000000000001,264.0,1097.0,310.0,3449.9999999999945,medium,2,heavy,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,78,0,pedestrian,1,98,844.9999999999999,658.0,862.0,693.0,595.000000000004,small,1,partial,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,79,0,pedestrian,1,99,840.0,674.0,850.0000000000001,699.0,250.00000000000284,small,1,partial,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,80,0,pedestrian,1,100,1164.0,281.0,1177.0,314.0,429.0,small,1,partial,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,81,0,pedestrian,1,101,1006.0000000000001,980.0,1024.0,1030.0,899.9999999999943,small,0,none,0,not_truncated,True,44,0.5109407305717468,0.7223812937736511
0000001_05249_d_0000009.jpg,82,0,pedestrian,1,102,1255.0,986.0,1280.0,1024.0,950.0,small,1,partial,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,83,0,pedestrian,1,105,1373.0000000000002,848.0,1399.0,895.0,1221.9999999999893,medium,2,heavy,0,not_truncated,False,,,
0000001_05249_d_0000009.jpg,84,0,pedestrian,1,106,1359.0,831.0,1374.0,875.0,660.0,small,2,heavy,0,not_truncated,False,,,
0000021_00000_d_0000001.jpg,0,0,pedestrian,1,1,707.0,177.0,711.9999999999999,188.0,54.99999999999875,small,0,none,0,not_truncated,False,,,
0000021_00000_d_0000001.jpg,1,0,pedestrian,1,2,683.0,179.0,687.0,191.99999999999997,51.999999999999886,small,0,none,0,not_truncated,False,,,
0000021_00000_d_0000001.jpg,2,0,pedestrian,1,3,679.0,179.0,683.9999999999999,193.0,69.99999999999841,small,0,none,0,not_truncated,False,,,
0000021_00000_d_0000001.jpg,3,0,pedestrian,1,12,504.0,272.0,519.0,335.0,945.0,small,0,none,0,not_truncated,True,2,0.44999611377716064,0.8274784684181213
0000021_00000_d_0000001.jpg,4,0,pedestrian,1,13,482.0,265.0,501.0,331.0,1254.0,medium,0,none,0,not_truncated,True,1,0.5344473123550415,0.7783908247947693
0000021_00000_d_0000001.jpg,5,0,pedestrian,1,18,745.0,422.0,807.0000000000001,540.0,7316.000000000014,medium,0,none,1,truncated,True,0,0.7798168659210205,0.9134899377822876
0000021_00000_d_0000001.jpg,6,0,pedestrian,1,26,811.0,200.0,816.0,212.0,60.0,small,1,partial,0,not_truncated,False,,,
0000021_00000_d_0000001.jpg,7,0,pedestrian,1,27,803.0,195.99999999999997,809.0,208.0,72.00000000000017,small,1,partial,0,not_truncated,False,,,
0000021_00000_d_0000001.jpg,8,0,pedestrian,1,28,808.0,197.0,812.9999999999999,209.00000000000003,59.99999999999878,small,1,partial,0,not_truncated,True,3,0.32797959446907043,0.5178329944610596
0000022_00500_d_0000005.jpg,0,0,pedestrian,1,1,385.0,394.0,426.00000000000006,510.99999999999994,4797.000000000005,medium,0,none,0,not_truncated,True,0,0.8315427303314209,0.9162296652793884
0000022_00500_d_0000005.jpg,1,0,pedestrian,1,2,468.00000000000006,199.0,482.0,244.00000000000003,629.9999999999978,small,0,none,0,not_truncated,True,14,0.31764358282089233,0.836893618106842
0000022_00500_d_0000005.jpg,2,0,pedestrian,1,3,471.0,143.0,482.0,175.0,352.0,small,0,none,0,not_truncated,True,1,0.701958417892456,0.7842212319374084
0000022_00500_d_0000005.jpg,3,0,pedestrian,1,4,500.00000000000006,287.00000000000006,520.0,351.0,1279.9999999999952,medium,0,none,0,not_truncated,True,3,0.6108952164649963,0.7701377272605896
0000022_00500_d_0000005.jpg,4,0,pedestrian,1,5,505.00000000000006,164.99999999999997,514.0,210.0,404.99999999999767,small,0,none,0,not_truncated,False,,,
0000022_00500_d_0000005.jpg,5,0,pedestrian,1,6,485.00000000000006,142.0,496.00000000000006,176.0,374.0,small,0,none,0,not_truncated,False,,,
0000022_00500_d_0000005.jpg,6,0,pedestrian,1,7,710.0,144.99999999999997,718.0,168.0,184.00000000000023,small,1,partial,0,not_truncated,False,,,
0000022_00500_d_0000005.jpg,7,0,pedestrian,1,8,677.9999999999999,134.0,684.0,155.0,126.00000000000239,small,1,partial,0,not_truncated,False,,,
0000022_00500_d_0000005.jpg,8,0,pedestrian,1,9,675.0,136.00000000000003,681.0000000000001,154.0,108.00000000000188,small,1,partial,0,not_truncated,False,,,
0000022_00500_d_0000005.jpg,9,0,pedestrian,1,11,561.0,103.0,564.0,120.00000000000001,51.00000000000004,small,1,partial,0,not_truncated,False,,,
0000022_00500_d_0000005.jpg,10,0,pedestrian,1,12,561.9999999999999,101.0,568.0,118.99999999999999,108.00000000000196,small,1,partial,0,not_truncated,False,,,
0000022_00500_d_0000005.jpg,11,0,pedestrian,1,13,500.00000000000006,141.0,508.99999999999994,173.0,287.99999999999636,small,1,partial,0,not_truncated,True,10,0.40447747707366943,0.6917477250099182
0000022_00500_d_0000005.jpg,12,0,pedestrian,1,14,511.00000000000006,146.0,520.0,178.0,287.9999999999982,small,1,partial,0,not_truncated,False,,,
0000022_00500_d_0000005.jpg,13,0,pedestrian,1,15,518.9999999999999,143.0,529.0,176.0,330.00000000000375,small,1,partial,0,not_truncated,True,11,0.38730430603027344,0.7107366919517517
0000022_00500_d_0000005.jpg,14,0,pedestrian,1,16,482.0,195.0,497.0,242.0,705.0,small,1,partial,0,not_truncated,True,8,0.4933227002620697,0.8268030285835266
0000022_00500_d_0000005.jpg,15,0,pedestrian,1,17,516.0,311.0,539.0,355.0,1012.0,small,1,partial,0,not_truncated,True,5,0.5794674754142761,0.7709094285964966
0000022_00500_d_0000005.jpg,16,0,pedestrian,1,18,556.0,278.99999999999994,580.0,341.0,1488.0000000000014,medium,1,partial,0,not_truncated,True,4,0.5976946949958801,0.8334897756576538
0000023_00300_d_0000009.jpg,0,0,pedestrian,1,14,559.0,193.0,576.0000000000001,231.00000000000003,646.0000000000048,small,0,none,0,not_truncated,True,0,0.6050387620925903,0.6530645489692688
0000023_00300_d_0000009.jpg,1,0,pedestrian,1,15,576.0,186.0,593.0000000000001,224.00000000000003,646.0000000000048,small,0,none,0,not_truncated,True,10,0.33896198868751526,0.782724142074585
0000023_00300_d_0000009.jpg,2,0,pedestrian,1,16,571.0,204.00000000000003,583.0,232.0,335.99999999999966,small,0,none,0,not_truncated,False,,,
0000023_00300_d_0000009.jpg,3,0,pedestrian,1,17,560.0,151.0,569.0,182.99999999999997,287.9999999999998,small,0,none,0,not_truncated,True,5,0.39300402998924255,0.7361850738525391
0000023_00300_d_0000009.jpg,4,0,pedestrian,1,18,568.0,150.0,580.0,180.99999999999997,371.99999999999966,small,0,none,0,not_truncated,True,1,0.5111702084541321,0.6042343974113464
0000023_00300_d_0000009.jpg,5,0,pedestrian,1,19,590.0,142.0,601.0,173.00000000000003,341.00000000000034,small,0,none,0,not_truncated,True,7,0.3884202241897583,0.6149414777755737
0000023_00300_d_0000009.jpg,6,0,pedestrian,1,20,601.0,144.99999999999997,613.0,176.0,372.00000000000034,small,2,heavy,0,not_truncated,False,,,
0000023_00300_d_0000009.jpg,7,0,pedestrian,1,21,574.0,141.0,586.0,169.0,336.0,small,1,partial,0,not_truncated,False,,,
0000023_00300_d_0000009.jpg,8,0,pedestrian,1,22,597.0000000000001,129.0,609.0,153.0,287.99999999999727,small,2,heavy,0,not_truncated,False,,,
0000023_00300_d_0000009.jpg,9,0,pedestrian,1,23,605.0,129.0,617.0,153.0,288.0,small,2,heavy,0,not_truncated,False,,,
0000023_00300_d_0000009.jpg,10,0,pedestrian,1,25,644.0,91.0,653.0,104.0,117.0,small,0,none,0,not_truncated,False,,,
0000023_00300_d_0000009.jpg,11,0,pedestrian,1,26,722.0,114.0,732.0000000000001,129.0,150.0000000000017,small,0,none,0,not_truncated,False,,,
0000023_00300_d_0000009.jpg,12,0,pedestrian,1,27,750.0,124.0,761.0,138.0,154.0,small,0,none,0,not_truncated,False,,,
0000023_00300_d_0000009.jpg,13,0,pedestrian,1,28,752.0,118.99999999999999,763.0,138.0,209.00000000000017,small,1,partial,0,not_truncated,True,8,0.3705708682537079,0.7390185594558716
0000024_01000_d_0000014.jpg,0,0,pedestrian,1,3,814.0,195.99999999999997,818.0,205.0,36.000000000000114,small,0,none,0,not_truncated,False,,,
0000024_01000_d_0000014.jpg,1,0,pedestrian,1,4,819.0,201.0,823.0,206.99999999999997,23.999999999999886,small,0,none,0,not_truncated,False,,,
0000024_01000_d_0000014.jpg,2,0,pedestrian,1,7,409.0,231.0,425.00000000000006,281.99999999999994,816.0000000000019,small,0,none,0,not_truncated,False,,,
0000024_01000_d_0000014.jpg,3,0,pedestrian,1,8,421.0,233.0,439.00000000000006,285.0,936.000000000003,small,0,none,0,not_truncated,True,0,0.5986585021018982,0.7307680249214172
0000024_01000_d_0000014.jpg,4,0,pedestrian,1,9,443.99999999999994,231.99999999999997,460.0,281.0,784.0000000000033,small,0,none,0,not_truncated,True,1,0.375680148601532,0.8382397890090942
0000024_01000_d_0000014.jpg,5,0,pedestrian,1,10,565.0000000000001,223.0,577.0,256.0,395.99999999999625,small,2,heavy,0,not_truncated,False,,,
0000024_01000_d_0000014.jpg,6,0,pedestrian,1,11,576.0,226.99999999999997,583.0,257.0,210.0000000000002,small,1,partial,0,not_truncated,False,,,
0000024_01000_d_0000014.jpg,7,0,pedestrian,1,12,579.0,217.00000000000003,587.0,248.0,247.99999999999977,small,1,partial,0,not_truncated,False,,,
0000024_01000_d_0000014.jpg,8,0,pedestrian,1,13,630.0,215.99999999999997,638.0,228.0,96.00000000000023,small,2,heavy,0,not_truncated,False,,,
