image_name,true_index,true_class_id,true_class_name,pred_index,pred_class_id,pred_class_name,confidence,iou
0000223_01802_d_0000005.jpg,10,2,van,28,1,car,0.2833978831768036,0.8550537824630737
0000223_01802_d_0000005.jpg,26,2,van,10,1,car,0.6266825199127197,0.8083532452583313
0000223_01802_d_0000005.jpg,19,2,van,29,1,car,0.27510589361190796,0.7541689872741699
0000223_01802_d_0000005.jpg,31,3,truck,25,1,car,0.31086498498916626,0.6902583837509155
0000223_01802_d_0000005.jpg,35,2,van,17,1,car,0.4976048171520233,0.5018904805183411
0000242_01475_d_0000007.jpg,27,3,truck,16,2,van,0.7243205904960632,0.9254663586616516
0000242_01475_d_0000007.jpg,17,3,truck,33,2,van,0.405775249004364,0.906728982925415
0000242_01475_d_0000007.jpg,11,2,van,23,1,car,0.6203764081001282,0.8346072435379028
0000242_03668_d_0000012.jpg,16,3,truck,15,1,car,0.28018322587013245,0.7726690173149109
0000244_00500_d_0000002.jpg,17,1,car,12,2,van,0.32161352038383484,0.8231942653656006
0000244_00500_d_0000002.jpg,14,2,van,10,1,car,0.3416691720485687,0.5259727835655212
0000244_03000_d_0000007.jpg,8,3,truck,21,1,car,0.25443214178085327,0.8268163800239563
0000244_04900_d_0000011.jpg,6,3,truck,13,2,van,0.7702516317367554,0.913070023059845
0000244_04900_d_0000011.jpg,73,3,truck,51,2,van,0.4272228479385376,0.8683321475982666
0000244_04900_d_0000011.jpg,18,2,van,41,1,car,0.518669605255127,0.8093423843383789
0000244_04900_d_0000011.jpg,72,3,truck,22,1,car,0.6888189315795898,0.779697597026825
0000244_04900_d_0000011.jpg,60,2,van,55,1,car,0.37535372376441956,0.7446867227554321
0000244_04900_d_0000011.jpg,74,2,van,73,1,car,0.28179672360420227,0.7106449007987976
0000244_04900_d_0000011.jpg,66,3,truck,66,1,car,0.3156898617744446,0.5867176651954651
0000249_00001_d_0000001.jpg,10,2,van,13,1,car,0.5126256942749023,0.8677460551261902
0000249_00001_d_0000001.jpg,15,3,truck,5,1,car,0.809865415096283,0.8017678260803223
0000249_00001_d_0000001.jpg,45,2,van,28,1,car,0.35593387484550476,0.6271742582321167
0000249_01635_d_0000006.jpg,34,4,bus,27,1,car,0.2783472239971161,0.6024997234344482
0000249_03400_d_0000010.jpg,5,2,van,9,1,car,0.8127659559249878,0.9377118349075317
0000256_02173_d_0000030.jpg,36,2,van,11,1,car,0.25298890471458435,0.9492027759552002
0000256_02173_d_0000030.jpg,5,2,van,10,1,car,0.2665696442127228,0.6897689700126648
0000256_02173_d_0000030.jpg,28,3,truck,5,4,bus,0.524229109287262,0.6822044849395752
0000271_00001_d_0000374.jpg,13,2,van,11,1,car,0.6250303983688354,0.9447771906852722
0000271_00001_d_0000374.jpg,4,2,van,10,1,car,0.6440480947494507,0.9232385754585266
0000271_00001_d_0000374.jpg,5,2,van,9,1,car,0.6500867605209351,0.8348276615142822
0000271_02401_d_0000385.jpg,0,3,truck,11,1,car,0.5419713258743286,0.9354966282844543
0000271_02401_d_0000385.jpg,21,2,van,5,1,car,0.7781158089637756,0.8362439870834351
0000271_02401_d_0000385.jpg,28,2,van,12,1,car,0.5355211496353149,0.7935466766357422
0000271_02401_d_0000385.jpg,48,1,car,18,2,van,0.3988756835460663,0.7623327374458313
0000271_02401_d_0000385.jpg,41,2,van,27,1,car,0.2740406095981598,0.6651944518089294
0000271_04401_d_0000394.jpg,31,2,van,14,1,car,0.5881666541099548,0.7748688459396362
0000271_04401_d_0000394.jpg,15,2,van,11,1,car,0.706427276134491,0.7457637786865234
0000271_06401_d_0000404.jpg,64,1,car,47,2,van,0.4497753381729126,0.8483250141143799
0000271_06401_d_0000404.jpg,11,2,van,34,1,car,0.5595875382423401,0.6999648213386536
0000271_06401_d_0000404.jpg,10,2,van,49,1,car,0.4210364818572998,0.6818732619285583
0000271_06401_d_0000404.jpg,45,2,van,56,1,car,0.37316322326660156,0.6173834204673767
0000276_01801_d_0000516.jpg,12,3,truck,3,1,car,0.4559718370437622,0.7688740491867065
0000276_01801_d_0000516.jpg,4,2,van,2,1,car,0.615250825881958,0.6463803052902222
0000276_02601_d_0000520.jpg,20,2,van,3,1,car,0.646123468875885,0.8529863357543945
0000276_03601_d_0000525.jpg,0,2,van,8,4,bus,0.6687074899673462,0.953575611114502
0000276_03601_d_0000525.jpg,37,4,bus,9,3,truck,0.6374406218528748,0.886156439781189
0000276_04401_d_0000529.jpg,2,3,truck,39,4,bus,0.2787388563156128,0.9411512017250061
0000276_04401_d_0000529.jpg,23,3,truck,27,1,car,0.4597041606903076,0.854137659072876
0000276_04401_d_0000529.jpg,11,2,van,18,1,car,0.5916456580162048,0.8265014886856079
0000276_04401_d_0000529.jpg,12,2,van,36,1,car,0.3587881922721863,0.6179901957511902
0000277_01801_d_0000548.jpg,9,3,truck,26,1,car,0.39809152483940125,0.9377169609069824
0000277_01801_d_0000548.jpg,3,2,van,8,1,car,0.7791150808334351,0.9218552112579346
0000277_01801_d_0000548.jpg,1,2,van,0,1,car,0.9171299338340759,0.9134815335273743
0000277_01801_d_0000548.jpg,28,2,van,4,1,car,0.8130120635032654,0.8833786845207214
0000277_01801_d_0000548.jpg,18,2,van,14,1,car,0.6859346628189087,0.8796212077140808
0000277_01801_d_0000548.jpg,27,2,van,5,1,car,0.7975186109542847,0.8735174536705017
0000277_01801_d_0000548.jpg,69,2,van,15,1,car,0.6337187886238098,0.7135603427886963
0000277_01801_d_0000548.jpg,42,2,van,23,1,car,0.44620323181152344,0.6663015484809875
0000277_01801_d_0000548.jpg,8,2,van,32,1,car,0.3760831356048584,0.5891493558883667
0000277_02601_d_0000552.jpg,1,2,van,8,1,car,0.719458818435669,0.9796038269996643
0000277_02601_d_0000552.jpg,40,3,truck,9,1,car,0.7191948294639587,0.8536712527275085
0000277_04001_d_0000558.jpg,11,1,car,14,2,van,0.5688331127166748,0.8616226315498352
0000277_04001_d_0000558.jpg,15,1,car,49,2,van,0.27063584327697754,0.6509703397750854
0000280_00801_d_0000616.jpg,26,2,van,18,1,car,0.37237679958343506,0.5532456636428833
0000280_01601_d_0000620.jpg,19,2,van,42,1,car,0.3126290738582611,0.8580307960510254
0000280_01601_d_0000620.jpg,43,2,van,48,1,car,0.27344825863838196,0.6583408713340759
0000280_01601_d_0000620.jpg,61,3,truck,33,1,car,0.368156373500824,0.5611995458602905
0000280_01601_d_0000620.jpg,81,2,van,32,1,car,0.39464762806892395,0.5104190707206726
0000280_03401_d_0000629.jpg,45,3,truck,20,1,car,0.48403793573379517,0.8738744854927063
0000280_03401_d_0000629.jpg,53,2,van,21,1,car,0.47684338688850403,0.7706299424171448
0000287_00801_d_0000763.jpg,8,1,car,10,2,van,0.6753512620925903,0.9314219951629639
0000287_00801_d_0000763.jpg,11,2,van,9,1,car,0.7011393904685974,0.8552093505859375
0000287_00801_d_0000763.jpg,30,3,truck,13,1,car,0.5991450548171997,0.5817014575004578
0000287_01601_d_0000767.jpg,26,2,van,8,1,car,0.5921549201011658,0.8429001569747925
0000287_01601_d_0000767.jpg,27,2,van,9,1,car,0.5904143452644348,0.7280980944633484
0000287_01601_d_0000767.jpg,25,2,van,15,1,car,0.4810110628604889,0.7107893824577332
0000287_03401_d_0000776.jpg,15,1,car,39,2,van,0.39778992533683777,0.8722818493843079
0000287_03401_d_0000776.jpg,9,1,car,26,2,van,0.7866453528404236,0.8604034781455994
0000289_00201_d_0000812.jpg,13,2,van,11,1,car,0.5238630175590515,0.7606697082519531
0000289_01001_d_0000816.jpg,14,1,car,17,2,van,0.25978612899780273,0.8890703916549683
0000289_02001_d_0000821.jpg,22,1,car,17,2,van,0.539693295955658,0.9223664402961731
0000289_02001_d_0000821.jpg,8,1,car,25,2,van,0.2945689260959625,0.6368224024772644
0000289_03201_d_0000827.jpg,24,2,van,18,1,car,0.5353630185127258,0.9225221872329712
0000289_03201_d_0000827.jpg,8,2,van,4,1,car,0.915769100189209,0.91313636302948
0000289_03201_d_0000827.jpg,10,2,van,2,1,car,0.9196134209632874,0.908254086971283
0000289_05801_d_0000840.jpg,21,1,car,11,2,van,0.7748808860778809,0.8321303129196167
0000289_05801_d_0000840.jpg,7,1,car,9,2,van,0.8115373849868774,0.8167223334312439
0000289_06601_d_0000844.jpg,30,2,van,15,1,car,0.7511680126190186,0.750455915927887
0000289_06601_d_0000844.jpg,48,2,van,26,1,car,0.48528072237968445,0.5193173289299011
0000290_04001_d_0000867.jpg,25,2,van,49,1,car,0.26027098298072815,0.7167783975601196
0000290_04001_d_0000867.jpg,29,2,van,36,1,car,0.4668363332748413,0.556609570980072
0000291_01001_d_0000873.jpg,38,2,van,30,1,car,0.32193678617477417,0.8077871203422546
0000291_01001_d_0000873.jpg,16,2,van,12,1,car,0.6198011636734009,0.7565736770629883
0000291_01001_d_0000873.jpg,42,2,van,29,1,car,0.33311229944229126,0.7410542964935303
0000291_01001_d_0000873.jpg,67,2,van,27,1,car,0.3489978313446045,0.6949772238731384
0000291_01001_d_0000873.jpg,76,2,van,14,1,car,0.5762607455253601,0.6694230437278748
0000291_01001_d_0000873.jpg,75,2,van,33,1,car,0.3017255365848541,0.5007632374763489
0000291_01801_d_0000877.jpg,51,1,car,32,2,van,0.5461721420288086,0.9467028975486755
0000291_01801_d_0000877.jpg,44,1,car,57,2,van,0.32415634393692017,0.9236786961555481
0000291_01801_d_0000877.jpg,57,1,car,30,2,van,0.5534429550170898,0.9187645316123962
0000291_01801_d_0000877.jpg,2,1,car,15,2,van,0.7811018228530884,0.9161887764930725
0000291_01801_d_0000877.jpg,48,2,van,21,1,car,0.6635347604751587,0.7935305833816528
0000291_01801_d_0000877.jpg,53,1,car,66,2,van,0.2885529100894928,0.7618679404258728
0000291_03201_d_0000884.jpg,75,1,car,13,2,van,0.7197023630142212,0.8580324053764343
0000291_03201_d_0000884.jpg,164,2,van,11,1,car,0.7340729236602783,0.8528475165367126
0000291_03201_d_0000884.jpg,72,1,car,64,2,van,0.31497570872306824,0.8132774233818054
0000291_03201_d_0000884.jpg,38,2,van,9,1,car,0.7548929452896118,0.7932085990905762
0000291_03201_d_0000884.jpg,1,1,car,30,2,van,0.5074731111526489,0.785348117351532
0000291_03201_d_0000884.jpg,3,2,van,56,1,car,0.35510629415512085,0.78168123960495
0000291_03201_d_0000884.jpg,159,2,van,25,1,car,0.5433088541030884,0.6990578770637512
0000291_03201_d_0000884.jpg,22,2,van,37,1,car,0.46001768112182617,0.5533391833305359
0000291_03201_d_0000884.jpg,56,2,van,50,1,car,0.38039204478263855,0.5151906609535217
0000291_04001_d_0000888.jpg,11,1,car,37,2,van,0.36817634105682373,0.942777156829834
0000291_04001_d_0000888.jpg,51,2,van,41,1,car,0.34915363788604736,0.8973039388656616
0000291_04001_d_0000888.jpg,21,2,van,8,1,car,0.694446861743927,0.8644399046897888
0000291_04001_d_0000888.jpg,23,2,van,14,1,car,0.5947173833847046,0.8352515697479248
0000291_04001_d_0000888.jpg,62,1,car,9,2,van,0.6937616467475891,0.8310849666595459
0000291_04001_d_0000888.jpg,13,2,van,40,1,car,0.36173683404922485,0.7131813764572144
0000291_04001_d_0000888.jpg,33,2,van,45,1,car,0.338988333940506,0.6032525897026062
0000291_04001_d_0000888.jpg,28,3,truck,54,1,car,0.2851305902004242,0.5971406698226929
0000295_00800_d_0000025.jpg,69,2,van,20,1,car,0.7272756695747375,0.9139282703399658
0000295_01600_d_0000029.jpg,55,2,van,30,1,car,0.5451347827911377,0.9454240798950195
0000295_01600_d_0000029.jpg,67,2,van,21,1,car,0.602351725101471,0.9130874276161194
0000301_00001_d_0000156.jpg,18,3,truck,20,2,van,0.37317943572998047,0.973338782787323
0000301_00001_d_0000156.jpg,25,1,car,19,2,van,0.377733051776886,0.668516993522644
0000303_03401_d_0000200.jpg,38,2,van,25,1,car,0.31819775700569153,0.8506060838699341
0000315_01601_d_0000509.jpg,54,2,van,24,1,car,0.3781493604183197,0.6012699007987976
0000315_01601_d_0000509.jpg,40,3,truck,28,1,car,0.3521451950073242,0.5120071172714233
0000316_00801_d_0000523.jpg,5,3,truck,8,1,car,0.45556312799453735,0.8802570700645447
0000316_00801_d_0000523.jpg,8,2,van,10,1,car,0.4115079343318939,0.8585631847381592
0000316_00801_d_0000523.jpg,3,1,car,4,0,pedestrian,0.6856077909469604,0.8569809198379517
0000316_00801_d_0000523.jpg,2,1,car,2,0,pedestrian,0.7650697231292725,0.849503755569458
0000316_00801_d_0000523.jpg,16,2,van,9,1,car,0.42584264278411865,0.8041151165962219
0000316_00801_d_0000523.jpg,15,3,truck,19,1,car,0.251238614320755,0.6862151622772217
0000316_00801_d_0000523.jpg,11,2,van,17,1,car,0.2743443250656128,0.5287752151489258
0000316_01601_d_0000527.jpg,2,2,van,9,1,car,0.5651787519454956,0.7313762307167053
0000323_02601_d_0000645.jpg,62,2,van,32,1,car,0.3398924767971039,0.6206578612327576
0000323_02601_d_0000645.jpg,53,2,van,50,1,car,0.25352391600608826,0.564482569694519
0000327_00601_d_0000714.jpg,36,2,van,30,1,car,0.31554386019706726,0.7077198624610901
0000327_00601_d_0000714.jpg,37,2,van,37,1,car,0.25595179200172424,0.6396289467811584
0000327_01801_d_0000720.jpg,12,2,van,11,1,car,0.6937189698219299,0.8588913679122925
0000327_03201_d_0000727.jpg,0,2,van,0,1,car,0.8643037676811218,0.9635953903198242
0000327_03201_d_0000727.jpg,3,2,van,2,1,car,0.798082172870636,0.8884487152099609
0000327_03201_d_0000727.jpg,1,2,van,1,1,car,0.8540311455726624,0.884942889213562
0000327_03201_d_0000727.jpg,16,2,van,7,1,car,0.4999948740005493,0.8460855484008789
0000327_03201_d_0000727.jpg,23,2,van,5,1,car,0.5869661569595337,0.842036783695221
0000327_03201_d_0000727.jpg,13,2,van,6,1,car,0.5854133367538452,0.7448903322219849
0000327_03201_d_0000727.jpg,8,2,van,16,1,car,0.30334508419036865,0.7231473922729492
0000327_04001_d_0000731.jpg,66,2,van,37,1,car,0.29157689213752747,0.5361348986625671
0000327_04001_d_0000731.jpg,22,3,truck,43,1,car,0.25381407141685486,0.5292442440986633
0000330_00601_d_0000803.jpg,36,2,van,36,1,car,0.29564958810806274,0.7520022392272949
0000330_01401_d_0000807.jpg,16,2,van,15,3,truck,0.7263514399528503,0.8716388940811157
0000330_01401_d_0000807.jpg,26,2,van,36,1,car,0.4524911344051361,0.8156072497367859
0000330_02201_d_0000811.jpg,17,2,van,5,1,car,0.8204101920127869,0.9380865097045898
0000330_02201_d_0000811.jpg,3,2,van,12,1,car,0.5686216950416565,0.9172646999359131
0000330_02201_d_0000811.jpg,18,2,van,21,1,car,0.32319962978363037,0.8258049488067627
0000330_02201_d_0000811.jpg,21,2,van,20,1,car,0.3308800160884857,0.6559171676635742
0000330_04201_d_0000821.jpg,49,3,truck,15,4,bus,0.5796523094177246,0.9337568283081055
0000330_04201_d_0000821.jpg,34,2,van,11,1,car,0.8228250741958618,0.8642884492874146
0000333_01765_d_0000010.jpg,58,2,van,37,1,car,0.694244921207428,0.7707065343856812
0000333_02549_d_0000014.jpg,38,3,truck,4,1,car,0.8758156895637512,0.9349193572998047
0000333_02549_d_0000014.jpg,34,3,truck,19,1,car,0.7891156673431396,0.8960778117179871
0000333_02549_d_0000014.jpg,42,0,pedestrian,9,1,car,0.8552469611167908,0.8641114830970764
0000333_02549_d_0000014.jpg,35,3,truck,3,1,car,0.8786467909812927,0.8032792806625366
0000333_03529_d_0000019.jpg,44,3,truck,25,1,car,0.8301457762718201,0.8756617307662964
0000333_03529_d_0000019.jpg,4,2,van,45,1,car,0.5343335866928101,0.8402784466743469
0000333_03529_d_0000019.jpg,43,2,van,34,1,car,0.7614810466766357,0.8218358755111694
0000333_03529_d_0000019.jpg,2,2,van,51,1,car,0.30315035581588745,0.6212802529335022
0000335_00393_d_0000045.jpg,5,3,truck,9,1,car,0.5327731370925903,0.6508469581604004
0000335_01765_d_0000052.jpg,15,2,van,15,1,car,0.698293924331665,0.9533669948577881
0000335_01765_d_0000052.jpg,16,2,van,25,1,car,0.5131465792655945,0.8779944181442261
0000335_02745_d_0000057.jpg,4,3,truck,6,1,car,0.812183678150177,0.9376168251037598
0000335_02745_d_0000057.jpg,18,2,van,24,1,car,0.45946818590164185,0.8955948352813721
0000335_04117_d_0000064.jpg,14,3,truck,22,1,car,0.4734775424003601,0.5239615440368652
0000335_06469_d_0000076.jpg,0,2,van,2,1,car,0.843296468257904,0.9592548608779907
0000346_07057_d_0000382.jpg,6,2,van,11,1,car,0.7254416942596436,0.8777581453323364
0000356_01177_d_0000635.jpg,24,2,van,23,1,car,0.3901256322860718,0.7944673895835876
0000356_01177_d_0000635.jpg,21,2,van,17,1,car,0.5053812861442566,0.7721633315086365
0000356_01177_d_0000635.jpg,27,2,van,29,1,car,0.3203129172325134,0.6366627812385559
0000356_03529_d_0000647.jpg,29,2,van,7,1,car,0.7189443707466125,0.9037586450576782
0000356_04313_d_0000651.jpg,5,2,van,8,1,car,0.7249834537506104,0.9383714199066162
0000356_04313_d_0000651.jpg,56,3,truck,17,4,bus,0.4593967795372009,0.8379011750221252
0000358_03333_d_0000697.jpg,18,2,van,26,1,car,0.4918648898601532,0.8003334999084473
0000358_03333_d_0000697.jpg,52,2,van,35,1,car,0.33365002274513245,0.7280434370040894
0000358_03333_d_0000697.jpg,16,2,van,30,1,car,0.41451671719551086,0.5274174213409424
0000360_00981_d_0000718.jpg,5,2,van,10,1,car,0.5997521281242371,0.8475156426429749
0000360_00981_d_0000718.jpg,15,2,van,21,1,car,0.2535161077976227,0.7594649791717529
0000360_03333_d_0000730.jpg,2,2,van,3,1,car,0.8315963745117188,0.9509743452072144
0000360_03333_d_0000730.jpg,11,2,van,1,1,car,0.9087803363800049,0.9326028227806091
0000360_03333_d_0000730.jpg,20,2,van,12,1,car,0.5732556581497192,0.927636444568634
0000360_03333_d_0000730.jpg,0,2,van,16,1,car,0.4976544678211212,0.922272264957428
0000360_03333_d_0000730.jpg,26,2,van,20,1,car,0.4522905647754669,0.8481988906860352
0000360_03333_d_0000730.jpg,13,2,van,11,1,car,0.6295750737190247,0.7853500247001648
0000360_03333_d_0000730.jpg,27,2,van,22,1,car,0.41111260652542114,0.6875066757202148
0000360_03333_d_0000730.jpg,28,2,van,32,1,car,0.25315409898757935,0.5593435764312744
0000360_06665_d_0000747.jpg,10,1,car,17,2,van,0.5421756505966187,0.9008130431175232
0000360_06665_d_0000747.jpg,18,2,van,9,1,car,0.704048216342926,0.8848987221717834
0000360_06665_d_0000747.jpg,27,2,van,20,1,car,0.44101735949516296,0.8485686182975769
0000360_06665_d_0000747.jpg,19,2,van,21,1,car,0.429766982793808,0.7690491676330566
